V1,V2,V3
BT,43,7
BW,157,1
AJ,48,1
X,24,8
AU,58,0
AQ,17,1
Y,9,3
BO,36,0
BW,43,0
BH,18,5
AQ,17,1
AL,76,0
AJ,58,1
AH,81,1
BW,167,0
AO,20,2
K,92,3
AU,58,0
AJ,77,2
BH,20,4
P,33,0
AU,64,0
Y,10,0
J,10,2
BO,38,1
W,16,3
K,3,2
Y,32,0
AJ,29,3
AJ,129,3
AI,12,0
R,23,10
AJ,48,1
W,4,4
BW,96,0
Z,36,0
AJ,122,3
AQ,17,2
AL,31,0
AH,106,0
X,12,4
X,38,0
BO,38,5
AU,27,0
Y,9,0
W,16,3
AJ,38,1
X,24,9
BT,69,4
Y,34,0
AU,14,0
BH,18,5
BT,63,4
AL,24,0
X,38,0
W,16,5
BY,13,1
Y,29,0
AJ,48,1
O,23,1
BT,63,4
Z,38,0
BO,52,1
AJ,29,2
BW,49,0
K,7,1
Q,36,3
AU,40,0
AQ,32,0
K,81,2
K,80,0
AJ,52,0
BU,1,1
X,38,0
AQ,16,2
AU,58,0
G,8,1
BO,36,2
O,10,3
BW,48,0
L,29,2
Y,29,0
BW,167,0
AJ,76,2
AI,20,0
BO,53,1
BP,8,0
AJ,123,2
X,24,3
AU,14,0
BW,163,1
Y,34,1
X,3,3
W,16,3
AU,14,1
AJ,23,1
K,3,2
AU,58,0
AJ,52,0
Q,22,4
BW,81,1
BW,160,1
P,34,0
AO,13,1
Q,22,4
BF,44,2
BU,35,0
P,2,0
BW,156,0
AJ,52,1
K,7,1
AJ,52,0
AU,14,0
AI,20,0
Y,42,2
K,7,3
BO,38,4
BT,43,4
BW,168,1
AI,15,0
AQ,17,1
K,7,3
BV,8,2
AY,36,3
Y,10,2
L,49,0
K,61,2
X,45,8
AU,14,2
Y,4,0
K,31,0
BW,160,1
Y,10,0
AL,23,0
W,16,3
AJ,7,1
BH,18,2
AR,41,1
K,7,2
AO,7,1
AO,1,10
BW,95,0
BO,1,1
BW,167,0
K,7,1
AJ,35,0
W,28,5
W,28,6
BW,107,0
K,3,1
M,8,3
K,7,1
X,3,1
K,63,1
AV,10,2
BO,47,1
AJ,58,3
D,6,2
BH,20,9
AJ,77,2
AI,12,0
AJ,58,2
AU,58,0
BO,36,0
P,23,0
AN,2,1
BV,17,2
L,43,1
BW,167,0
R,31,7
K,52,1
BW,168,1
BU,3,1
AH,19,1
BP,17,0
Y,32,0
Y,10,2
BU,38,6
AJ,9,1
BW,3,0
AJ,48,1
K,7,3
AU,14,0
AL,103,0
BV,17,2
K,7,3
K,3,4
K,7,3
W,16,3
AU,14,1
D,25,4
AQ,17,1
O,10,3
W,16,3
BW,157,1
AX,2,1
K,40,3
AH,68,0
BW,22,1
R,23,7
X,3,6
X,3,6
BW,126,0
P,36,0
AJ,14,3
K,12,2
D,25,6
M,16,2
AO,33,2
AJ,129,3
BU,35,2
Y,9,4
Y,5,0
AJ,59,2
X,45,2
BW,115,0
BW,51,0
BO,38,0
BO,44,2
Y,29,0
O,23,1
BF,10,1
AJ,123,2
J,7,1
Y,42,1
AR,36,0
AO,7,1
BV,10,0
AU,54,2
AJ,52,1
AU,77,0
BO,44,2
BW,164,1
AY,37,13
BW,160,1
AJ,5,1
BW,167,0
X,49,1
BW,92,0
AU,11,0
X,38,6
AR,1,2
AJ,54,2
BO,44,2
K,7,3
AJ,38,1
AW,1,0
BW,160,1
R,30,12
K,7,1
AJ,123,3
BV,24,4
K,2,2
AJ,55,2
AU,34,0
BW,61,0
K,62,3
BV,3,2
W,28,7
Y,32,0
BO,44,2
AU,14,1
W,28,6
Y,34,0
I,15,4
X,45,2
BO,36,2
AQ,17,2
AH,168,1
D,6,2
M,16,2
D,25,6
AJ,113,1
M,13,2
BW,95,0
L,29,1
Q,3,3
BW,176,0
X,45,2
BO,38,1
Q,22,3
AR,41,1
Y,29,2
P,2,0
AU,11,2
AJ,122,3
BV,11,0
AU,11,3
BW,166,0
K,80,1
AQ,4,4
BV,8,1
AJ,40,0
BU,38,3
AJ,38,1
BO,38,3
R,30,12
L,43,1
R,20,3
BW,96,0
BW,167,0
BO,47,1
BF,10,1
Q,22,3
D,25,6
BW,42,0
AJ,40,0
BO,36,6
BW,156,0
AU,58,0
BT,54,1
R,23,10
X,24,8
K,79,1
AO,7,6
AN,2,1
BH,30,1
R,30,12
Q,15,0
K,7,3
AJ,14,4
AR,36,0
AJ,35,2
Y,29,2
Y,42,1
AJ,43,0
AJ,49,1
AJ,32,2
AJ,52,0
K,7,3
K,40,3
BW,157,1
P,36,0
W,16,6
AU,58,0
BO,94,0
AJ,114,3
AH,119,0
K,35,4
AO,7,13
AJ,48,1
BN,3,0
Y,32,0
AU,54,2
AL,7,0
M,16,1
AJ,38,1
AH,70,0
Y,32,2
K,13,4
AQ,17,1
W,28,7
AJ,49,1
BW,3,0
BW,92,0
BW,160,1
AJ,122,3
BW,155,0
BW,49,1
AL,14,0
BW,132,0
Y,1,4
P,24,0
AJ,52,0
BH,7,2
AN,16,0
Q,40,2
K,13,2
K,7,5
AQ,39,1
AJ,54,1
X,24,9
K,7,3
BO,44,1
AR,1,1
X,45,10
AR,41,1
BO,52,1
AJ,52,0
BU,35,3
BW,115,0
AU,11,3
Y,9,0
K,7,5
Y,29,2
X,45,5
Y,9,0
BP,18,0
K,80,2
BT,43,5
K,7,1
D,25,9
K,79,1
Y,34,0
Z,38,0
AQ,17,1
BW,13,1
P,23,0
AJ,49,1
BW,96,0
BW,95,0
AH,7,0
Y,32,1
W,28,5
AJ,29,2
BP,6,0
K,65,5
K,7,4
BW,43,0
K,7,4
BW,34,2
BW,48,1
BW,132,0
AH,101,0
K,7,4
BV,4,2
BZ,9,0
BO,36,0
Y,29,2
AJ,123,3
AJ,58,2
BW,3,0
W,16,3
Y,34,1
Y,32,0
BT,50,6
L,29,1
AQ,17,1
K,79,1
AJ,88,2
BW,115,0
AL,105,0
AL,42,0
Y,32,0
M,16,1
BW,131,0
AJ,122,3
P,33,0
R,32,10
K,3,4
K,60,0
AU,58,0
L,29,5
BW,115,0
K,75,0
W,16,4
BW,48,1
AU,14,0
AJ,129,0
AU,58,0
BW,48,1
BF,44,1
AJ,43,0
AJ,129,0
K,62,1
R,32,13
BW,115,0
AV,9,1
BO,47,1
AU,40,0
BW,150,0
K,52,1
BW,115,0
K,65,2
Y,10,0
J,6,0
AJ,40,3
N,7,0
BW,156,0
AU,11,3
BY,10,3
BW,95,0
X,3,3
W,4,5
K,2,2
BW,166,0
W,16,3
BW,112,0
AJ,123,3
AZ,21,0
AQ,17,2
AF,21,0
AJ,9,1
Y,32,1
K,7,0
L,29,3
AJ,58,3
X,38,5
L,49,1
AJ,17,1
K,65,5
AJ,58,3
BH,7,2
BW,156,0
BV,3,3
I,41,3
X,24,9
K,34,0
Y,32,0
Y,9,2
BW,156,0
AJ,122,3
Q,43,3
Y,34,1
I,14,2
P,24,0
BO,38,3
L,20,2
AO,7,13
AJ,122,2
Y,29,3
AO,7,6
BO,32,4
R,17,3
X,40,0
AQ,4,4
BO,36,3
K,13,2
AJ,40,0
BW,107,0
Q,22,3
AJ,77,2
W,16,3
BW,3,0
AU,40,0
AJ,49,1
AU,77,0
K,7,2
K,65,3
AQ,39,1
BW,156,0
AJ,76,1
BW,157,1
BW,107,0
AH,143,0
AJ,52,1
AO,7,6
AH,7,0
Y,9,0
D,20,0
BV,24,2
O,10,3
K,24,1
K,7,1
AY,37,1
Y,10,0
X,24,1
K,7,1
BU,36,2
X,45,2
AJ,58,2
Y,10,0
BO,69,1
X,9,2
BV,8,1
AR,2,2
X,45,2
BW,167,0
K,7,0
K,78,2
BW,176,0
K,82,0
AO,5,1
AJ,52,1
AJ,40,1
AJ,40,2
BW,95,0
AU,14,1
X,3,2
AO,20,2
Q,3,3
K,3,1
BZ,14,1
X,24,9
K,93,2
AX,4,1
W,28,6
K,7,1
Y,34,1
AU,14,0
BW,156,0
K,34,4
AJ,40,0
R,30,12
AW,4,0
Y,10,0
BO,38,2
Q,22,4
AO,13,1
X,45,9
M,16,0
Y,32,0
AO,1,3
AU,40,0
Y,9,3
BW,156,0
P,13,0
BO,25,1
BW,3,0
BW,115,0
Y,29,0
P,24,0
AU,14,0
D,25,6
K,51,0
BO,32,4
O,23,1
X,49,1
AI,23,0
BW,95,0
W,28,0
AH,101,0
BW,156,0
D,21,0
BO,38,0
AU,14,0
BT,43,7
AU,54,2
X,45,11
BO,38,1
K,7,5
Y,9,0
BW,34,1
BO,32,3
K,7,5
K,74,0
X,45,2
AJ,38,1
Y,29,0
W,16,5
Y,42,2
X,45,2
Y,32,3
K,3,5
AO,7,6
AJ,129,3
Z,38,0
BW,3,0
M,16,2
X,9,2
BO,15,1
R,30,12
K,7,3
K,50,1
D,25,8
Y,34,1
BW,22,1
D,25,6
BP,18,0
AJ,122,3
K,82,0
AJ,52,0
W,3,3
BW,157,1
AU,40,0
Y,9,3
X,45,10
AO,33,2
Y,21,0
AQ,17,1
L,49,1
AU,11,2
AJ,122,2
M,16,1
BO,47,1
M,18,2
AO,7,6
AR,2,2
BO,15,1
K,7,6
M,18,1
M,16,1
K,2,1
BO,38,1
K,34,4
AR,16,0
AU,14,0
BW,95,0
AH,50,0
AU,11,3
AU,35,0
BH,7,1
AJ,48,1
AJ,38,0
AO,28,0
AJ,129,1
P,2,0
BO,38,2
BW,69,1
AL,14,0
AJ,38,1
AN,2,1
BT,63,5
Y,32,2
AY,37,1
K,7,3
BW,167,0
BU,35,3
BF,44,1
AJ,129,0
AO,7,5
AJ,35,0
AJ,52,0
BW,36,1
X,45,11
AJ,58,2
AL,33,0
AU,40,0
AJ,14,3
AJ,121,1
AO,1,8
AU,14,1
AQ,17,1
AL,33,0
AJ,121,1
AH,168,0
X,9,1
Y,29,2
Y,10,0
BV,8,1
Y,9,0
K,39,0
AV,10,1
BW,164,1
Y,9,0
AH,7,0
BO,38,0
BW,132,0
K,79,1
X,45,10
BO,38,2
W,16,5
BW,160,1
X,25,1
K,65,5
BO,66,1
AJ,54,1
AU,14,1
W,16,5
AJ,58,2
K,2,1
AJ,48,1
Y,29,0
L,49,0
X,45,8
L,28,1
BF,44,1
BP,24,0
K,65,3
AJ,58,2
AJ,122,1
AL,5,0
AJ,129,1
AU,54,0
AJ,122,3
AU,14,1
Y,34,1
X,45,10
X,57,0
R,27,1
K,7,5
BH,13,1
AU,14,0
L,20,2
AJ,122,3
BT,72,4
W,16,3
BW,95,0
K,80,0
BW,48,1
AJ,58,2
BW,92,0
Q,22,4
BO,20,1
X,38,7
AU,11,2
L,29,1
L,26,1
AL,46,0
W,11,0
K,7,0
R,48,8
BW,96,0
O,23,0
BU,38,8
BW,157,1
AL,14,0
K,7,1
K,81,2
AJ,122,3
AH,8,1
AU,49,0
BO,60,1
W,28,7
BP,15,0
K,35,4
AR,41,5
AR,35,0
AU,11,0
BW,157,1
BF,36,7
D,12,0
AJ,49,1
AR,35,0
AJ,7,1
K,7,3
AJ,122,1
BW,115,0
R,23,7
BD,3,0
BO,38,1
D,25,6
BW,129,0
AU,14,0
AH,168,0
AU,14,1
L,29,0
AJ,49,1
AU,11,3
AU,14,1
AJ,52,1
BB,12,2
K,7,0
AR,20,0
BU,38,8
W,28,7
AH,69,0
AJ,123,3
X,49,1
AJ,129,3
K,35,3
X,45,11
AO,7,6
BP,17,0
K,7,3
W,20,2
BW,42,0
K,62,1
X,9,4
K,82,2
AU,40,0
AU,14,1
L,49,1
AJ,52,0
BT,63,4
AJ,9,1
K,7,1
K,7,0
M,16,2
AJ,15,1
AU,40,0
AJ,129,3
K,7,5
BW,112,0
O,23,0
AU,11,3
Y,9,0
BW,183,1
BW,48,1
X,38,1
K,7,7
AJ,9,1
X,45,2
AU,54,0
BW,34,2
AU,26,0
X,45,8
K,7,3
Q,22,4
AR,41,2
AJ,129,3
K,7,5
W,28,7
K,7,1
BW,3,0
BO,66,1
Q,22,3
BW,174,0
BW,115,0
BV,9,0
AI,17,0
BW,167,0
AJ,40,0
K,34,3
AR,5,1
AU,14,0
AJ,129,3
AJ,122,2
K,3,2
W,16,1
P,2,0
BU,38,6
Q,36,1
BH,18,5
BO,47,1
AJ,88,1
L,49,1
BF,36,7
R,30,2
D,6,1
X,38,5
M,16,0
BW,3,0
AR,1,1
R,23,7
Y,4,0
AJ,58,1
AU,58,0
AO,1,3
AO,1,10
R,20,6
L,26,1
AN,5,1
Y,29,2
BH,18,5
Y,10,2
AJ,29,3
BW,176,0
BU,1,1
X,38,0
N,17,0
AO,6,1
Y,21,0
BT,43,5
AO,20,5
K,51,0
AJ,129,0
AJ,129,0
AJ,14,1
Y,9,1
Y,21,0
AQ,17,1
N,19,0
AI,23,0
BO,38,0
L,29,1
AU,14,0
X,3,3
AJ,59,2
BO,36,0
AU,11,2
L,49,1
AR,45,0
W,16,3
AJ,54,1
AJ,35,0
AJ,52,0
K,51,1
W,4,3
AJ,52,0
X,24,8
BU,5,0
BW,112,0
AJ,112,5
X,24,9
P,45,0
AO,7,4
P,18,0
N,7,0
BW,157,1
BP,8,0
K,7,3
BW,132,0
AL,42,0
AJ,52,0
Y,29,0
BO,52,1
Y,29,0
K,24,1
Q,22,4
P,13,0
BW,112,0
K,65,3
L,49,1
BO,52,1
AR,41,5
BW,3,0
BU,36,2
K,35,4
Q,43,3
AJ,38,1
BW,163,1
K,40,3
P,18,0
AJ,35,2
AJ,35,1
AU,14,0
AX,4,0
P,45,0
AJ,38,1
AJ,129,0
AQ,17,2
D,1,0
AJ,48,1
AO,7,6
BF,36,2
K,7,5
Y,34,0
N,7,0
AJ,49,1
W,4,4
Y,32,3
X,45,2
BW,5,1
Y,10,0
AF,24,1
AU,27,0
AJ,58,2
BW,95,0
AO,1,10
K,61,0
AO,12,2
X,24,3
R,27,1
BW,112,0
BW,156,0
AN,5,2
P,35,0
AY,30,3
AJ,35,2
AJ,48,1
Y,10,0
AQ,17,2
X,24,1
AU,27,0
K,74,0
X,45,8
O,10,3
X,3,1
BW,79,2
W,28,7
AL,72,0
K,35,4
X,24,1
BW,167,0
K,39,0
X,2,0
Y,29,0
BW,112,0
BW,95,0
X,9,4
K,7,3
Y,29,2
BW,115,0
AU,58,0
AU,14,2
AU,14,0
M,13,2
AU,11,3
K,51,0
BT,43,3
BO,38,2
BF,10,2
Y,9,0
K,13,4
K,40,3
BT,4,0
D,25,6
K,7,0
BO,52,1
AU,14,1
BW,36,2
AO,1,3
AJ,38,1
K,7,5
BW,3,0
W,28,5
X,38,0
AU,14,0
BW,64,1
K,79,1
BU,3,1
P,7,0
BZ,27,2
P,2,0
AQ,14,1
BW,43,0
Y,34,0
AU,40,0
BH,11,5
X,45,4
L,49,1
W,28,0
AJ,123,2
BW,112,0
Q,36,3
K,7,3
W,3,5
M,16,2
BW,156,0
D,6,1
BH,18,5
BO,52,1
K,7,1
NA,NA,NA
BO,36,0
W,16,3
AO,7,13
K,81,2
X,28,2
G,9,1
L,49,0
P,33,0
X,24,3
Y,9,3
BH,7,0
AL,46,0
K,2,2
K,65,5
K,7,4
K,7,0
AJ,129,0
P,35,0
W,4,3
BW,58,0
Y,32,1
K,47,1
P,13,0
BW,167,0
X,3,6
R,30,2
BF,29,1
BP,6,0
Y,34,1
BO,44,2
K,34,0
BZ,14,1
O,19,0
AL,31,0
BH,20,9
BU,36,2
R,30,4
AX,1,0
AH,168,0
AU,11,0
BW,168,1
K,10,1
X,9,4
AJ,52,1
AZ,33,0
BO,35,2
AJ,35,0
BP,17,0
K,7,1
X,9,4
K,7,5
AL,45,0
K,34,4
K,7,1
BW,167,0
AH,125,0
BP,24,0
AJ,122,3
K,62,3
X,3,6
AJ,58,2
BW,167,0
Y,10,0
AU,69,0
BO,35,2
Y,32,2
BO,35,0
AN,12,0
AO,25,2
AO,7,6
BW,13,1
BW,3,0
D,2,1
AU,34,0
L,6,0
BO,36,0
AX,1,1
Q,43,3
K,82,0
R,32,10
BO,38,2
AJ,35,0
K,92,3
BW,126,0
BH,18,6
BP,21,0
BY,4,0
L,57,0
K,7,1
W,16,3
K,80,0
AU,14,2
AR,1,1
X,57,0
K,65,5
AU,14,1
K,7,0
Y,29,2
M,13,1
AJ,58,2
R,32,14
BW,112,0
Y,29,0
X,3,1
AH,19,1
BO,47,1
L,26,1
AF,24,1
K,86,3
AL,14,0
BZ,14,1
BW,40,1
R,30,12
AJ,77,2
Y,34,0
X,45,2
K,86,3
K,78,2
M,16,2
AJ,121,1
R,15,0
AU,11,3
BW,160,1
W,28,8
K,7,3
BB,12,6
X,45,4
AH,101,0
O,10,1
AL,14,0
G,10,2
X,45,2
N,7,0
X,24,1
BT,63,4
K,7,4
K,3,1
W,4,6
X,3,6
L,26,1
AI,20,0
X,25,2
M,18,1
BW,115,0
K,7,3
AH,7,0
X,24,1
AJ,121,1
I,24,2
BP,24,0
BT,31,0
I,29,0
Y,32,0
AH,6,1
AU,58,0
BO,38,2
W,16,3
L,14,3
K,7,0
AU,58,0
X,45,2
K,78,2
K,57,1
BO,36,2
AU,50,0
R,30,16
BW,156,0
X,38,5
X,12,1
W,16,1
K,7,0
K,80,2
K,40,3
AJ,129,0
P,2,0
I,29,2
AO,1,10
D,25,6
K,7,4
R,23,7
AJ,58,2
J,7,1
AU,11,2
Y,29,0
R,31,7
AQ,39,1
AO,7,13
K,31,0
W,16,3
AH,69,0
AJ,58,1
AX,8,0
BO,38,6
K,65,5
W,16,3
AJ,52,1
BW,167,0
AU,1,0
AJ,129,3
AU,1,1
AO,1,3
L,6,0
Y,32,0
AJ,123,3
BH,30,3
K,7,3
BF,36,7
X,49,1
BW,149,0
X,3,5
N,8,0
AU,25,0
L,14,3
AU,14,1
BV,8,1
AJ,121,1
BP,24,0
NA,NA,NA
K,52,3
D,25,8
AJ,48,1
K,40,3
M,16,2
BW,166,0
Y,9,0
Y,32,0
BW,157,1
K,7,5
BH,18,6
AJ,129,0
BW,95,0
AU,40,0
BF,36,2
Y,34,1
BT,43,3
BF,31,1
AO,1,8
W,3,2
X,45,8
W,16,3
BW,156,0
W,16,6
BV,9,0
AJ,58,3
AU,58,0
K,7,5
AJ,54,1
K,7,4
AJ,7,1
X,45,10
M,16,2
BW,34,2
AH,69,0
BF,36,0
AQ,17,2
K,7,5
K,7,3
Y,32,1
L,14,0
X,12,1
AU,14,1
Q,22,3
AH,6,1
BO,47,1
K,3,2
X,45,5
BH,29,3
X,24,8
BO,44,1
BW,167,0
X,1,0
W,28,5
J,10,1
AJ,14,3
BP,23,0
W,28,6
W,28,0
BF,31,1
Y,4,0
X,12,4
L,29,2
K,65,2
AU,14,0
K,3,2
BH,7,0
AJ,58,3
Y,4,0
AJ,52,0
K,86,2
BO,38,1
BO,35,0
X,3,6
X,38,0
K,86,2
AR,41,1
K,80,0
BW,112,0
L,34,0
BO,72,1
BW,49,1
AI,20,0
AU,58,0
K,7,0
AJ,129,0
BF,36,7
AJ,14,1
L,29,3
O,10,3
AR,36,0
Y,9,1
BP,6,0
AJ,17,5
AU,8,0
AJ,48,1
P,23,0
AU,58,0
L,29,1
BW,157,1
K,81,0
BF,36,3
Q,43,3
BW,167,0
K,78,2
BN,3,0
Y,29,2
K,51,0
L,29,5
BH,18,7
K,7,3
Y,10,0
BT,43,5
AU,14,1
BW,49,1
AJ,122,3
AU,26,0
K,7,3
X,9,4
BW,96,0
AJ,129,3
Y,42,2
L,29,1
AJ,129,3
R,49,1
AJ,40,2
K,34,0
AJ,15,1
W,2,1
K,7,3
AO,7,6
L,28,1
W,28,5
X,45,2
W,16,3
K,75,0
BU,36,0
AO,1,15
BW,96,0
AU,40,0
AU,77,0
K,7,2
L,26,1
X,49,6
BO,38,3
BV,8,1
BU,38,4
X,38,5
AX,1,1
K,2,5
BW,166,0
N,19,0
BF,42,0
Y,32,1
BW,167,0
BV,20,4
BO,35,5
BF,36,3
AJ,35,0
AL,5,0
Y,32,0
AU,35,0
AH,70,0
BO,38,5
L,14,3
BW,157,1
Y,32,1
BN,3,0
K,60,0
AU,11,3
AO,7,13
AU,68,0
K,50,1
K,7,5
M,16,1
AU,58,0
W,28,4
K,7,0
BW,115,0
AJ,113,2
BV,24,2
BV,9,0
AU,34,0
AN,16,0
AJ,48,1
AH,125,0
AU,77,0
N,25,0
W,16,5
K,10,1
AJ,58,2
W,20,1
AU,14,1
BW,95,0
Y,15,0
X,24,3
K,13,6
M,13,2
K,61,0
BZ,4,0
M,16,1
W,16,3
P,34,0
X,38,5
P,13,0
AO,7,6
AU,11,3
Y,32,0
BO,38,4
BT,72,3
BT,69,3
AJ,123,3
BO,47,1
BO,35,0
BG,4,1
K,61,0
R,30,2
K,65,6
AU,14,0
BO,38,1
K,7,3
Q,43,3
AN,2,1
AI,17,0
BF,36,4
BW,167,0
X,24,3
AO,1,3
AJ,77,2
BP,6,0
BO,47,1
AU,11,3
AJ,40,2
K,77,1
X,45,8
Z,43,0
AJ,122,3
AJ,58,1
BT,63,4
Y,9,4
AU,11,3
AU,11,0
W,28,5
P,33,0
AU,58,0
K,7,3
AJ,48,1
L,29,1
AJ,58,2
AJ,49,1
BZ,11,0
K,3,2
AQ,17,2
K,3,4
Y,10,2
AJ,113,2
AJ,40,0
AN,2,2
BO,38,1
R,22,10
BB,12,2
BO,38,3
Y,4,0
X,24,3
K,35,3
K,39,0
AU,14,0
Y,4,2
AJ,35,2
L,49,1
K,7,0
AJ,49,1
BP,24,0
X,38,7
AJ,54,3
AZ,21,0
X,49,1
AJ,49,1
P,2,0
Y,42,0
R,17,3
BO,44,2
AJ,88,2
BO,35,5
BO,52,1
BZ,11,2
K,31,0
AJ,129,3
R,23,7
AJ,49,1
X,38,0
L,3,1
AU,14,0
Y,34,0
I,8,2
AJ,52,0
AQ,17,1
Y,4,0
K,66,2
BO,44,1
Y,4,0
AV,10,0
BV,8,2
AU,11,2
W,4,5
K,3,2
BV,20,1
K,7,0
AJ,122,3
AO,14,0
BH,30,1
X,38,0
M,16,2
AO,28,0
AN,16,0
AO,1,3
X,24,1
L,28,2
L,14,2
W,16,5
AU,14,0
K,3,2
D,21,0
BH,18,5
AJ,129,0
AJ,64,1
BV,24,2
D,25,6
AJ,129,1
Y,29,0
BO,44,2
BW,96,0
X,45,10
AJ,123,3
M,16,1
M,16,1
Z,38,0
O,10,3
X,25,1
AU,40,0
BW,3,0
R,30,12
Y,9,0
AR,5,1
BY,13,2
AU,11,3
K,74,0
BW,167,0
J,10,1
BW,132,0
AU,54,1
X,45,2
AQ,17,1
R,32,10
BW,115,0
AJ,52,0
W,28,0
AR,35,0
Y,34,1
BY,4,3
K,7,0
Z,31,0
AJ,129,3
K,7,4
AO,7,1
X,49,1
AO,20,2
AO,7,13
BP,18,0
AQ,17,1
AJ,9,1
W,16,5
AU,34,0
AJ,35,0
K,7,3
K,7,1
AO,7,1
AJ,40,3
BO,38,1
AU,14,1
AJ,9,1
BW,156,0
AU,14,1
R,27,1
AJ,58,2
P,34,0
J,6,0
W,4,5
AH,107,0
Y,9,0
BW,115,0
Y,10,0
AZ,21,0
AJ,58,2
P,35,0
AU,27,0
AV,10,1
X,45,2
K,82,0
Y,34,3
Q,43,0
AJ,48,1
BV,20,3
AR,1,1
AQ,17,1
AU,27,0
BH,30,3
BW,107,0
AQ,22,0
W,4,6
AJ,40,0
M,19,1
M,16,0
AH,8,1
AJ,14,3
BW,95,0
AO,7,6
AH,8,1
K,61,0
R,30,12
K,12,2
AU,27,0
X,45,10
W,16,3
Y,21,0
BO,36,0
W,16,3
BP,8,0
AO,1,10
W,28,8
K,7,0
BO,38,1
K,7,4
AC,3,1
BY,4,4
AL,72,0
BW,115,0
BV,17,2
BW,168,1
AH,106,0
Y,4,0
L,31,4
BT,9,0
Y,42,2
AJ,129,0
Q,3,2
AJ,122,3
BF,36,3
K,7,1
BV,8,1
Y,10,2
AJ,121,1
Y,34,0
W,28,6
AJ,112,4
AU,54,1
BW,115,0
M,16,2
AU,49,0
W,28,0
BH,18,5
BW,5,1
BW,3,0
M,18,1
L,26,1
AU,58,0
K,10,2
N,25,0
P,2,0
BW,167,0
K,7,0
AU,14,1
K,3,2
BW,168,1
BO,35,2
K,79,1
BW,115,0
L,14,2
K,31,0
AJ,40,2
D,25,1
AJ,76,1
X,52,1
Y,34,0
Y,34,1
K,52,3
AO,7,6
M,16,2
W,28,7
AR,41,2
AH,7,0
AR,41,1
Q,22,3
M,16,2
AO,7,15
BO,38,1
BF,36,4
AJ,5,1
AJ,38,1
M,16,1
X,45,8
AU,11,2
BH,18,7
AJ,129,0
AU,8,0
BW,132,0
K,7,1
BV,4,3
AU,58,0
O,10,3
K,39,0
AL,14,0
AJ,35,0
BO,35,2
AU,11,3
BW,132,0
L,41,0
AH,50,0
BH,20,4
AR,5,1
Y,9,0
AU,14,0
AU,1,0
BH,18,5
AU,58,0
R,48,9
BW,43,0
K,81,2
AY,30,1
BW,96,0
AH,70,0
AJ,129,3
AI,4,0
W,20,1
BW,49,1
BW,159,1
AH,164,1
K,51,0
BW,125,0
X,9,2
BW,115,0
K,12,2
Q,22,3
AJ,54,1
M,16,2
L,49,1
AU,40,0
AL,14,0
R,20,3
AR,5,1
K,3,2
BP,8,0
AQ,17,2
R,30,12
BO,52,1
Y,34,0
AJ,52,0
X,45,10
AH,81,0
AZ,21,0
AO,7,13
AQ,39,0
X,45,8
AJ,58,2
BW,96,0
AO,7,6
BV,24,4
K,7,0
K,7,1
AJ,58,2
AU,14,0
K,75,0
AU,27,0
BW,107,0
BU,36,2
BV,24,2
W,20,1
R,48,8
AJ,48,1
BW,168,1
D,21,0
BU,35,3
X,3,4
X,38,0
AH,7,0
BT,73,4
L,29,1
Y,9,0
BT,49,3
BV,24,2
K,79,1
AQ,17,2
BW,183,1
K,51,0
AU,58,0
AJ,129,1
D,6,1
BW,49,0
K,7,0
AJ,77,2
BW,156,0
N,8,0
AU,77,0
BY,4,2
AY,23,3
AJ,35,0
BW,167,0
K,63,1
BW,112,0
AU,26,1
AJ,76,2
AJ,42,0
AY,28,2
BW,96,0
K,7,6
W,16,5
BP,6,0
K,80,0
L,29,2
X,45,10
K,17,1
AU,58,0
BH,7,1
K,12,0
Y,34,0
BV,2,1
BT,54,4
BH,18,5
BO,36,3
K,7,1
AO,12,2
L,49,1
Q,22,4
Y,32,1
BT,43,4
P,34,0
Q,3,3
K,74,1
BO,47,1
X,12,4
K,62,3
AU,2,1
X,45,11
AU,77,0
AU,77,0
AU,58,0
BO,44,1
BO,38,1
K,92,3
AU,25,0
K,7,5
BT,43,4
W,16,5
K,60,0
M,16,1
AU,58,0
BW,132,0
AJ,48,1
X,45,5
AJ,14,3
BW,176,0
L,6,0
Y,29,0
L,29,1
W,4,2
BO,39,2
AH,6,1
Y,29,0
AU,58,0
K,82,2
AJ,58,2
K,65,5
X,24,3
AJ,52,0
BW,112,0
BO,38,3
K,7,3
BW,3,0
BW,96,0
K,69,2
K,24,1
AU,14,0
W,16,5
Y,32,0
BV,8,1
BF,42,0
AJ,40,0
AR,41,1
BW,32,0
Y,1,0
Q,2,1
Y,29,0
X,24,1
BH,7,2
K,7,3
AU,11,2
BW,42,0
AI,17,0
BW,60,0
BH,18,7
X,15,0
W,16,3
X,38,5
K,7,3
AU,14,1
BO,72,2
BO,3,1
AU,11,3
X,3,3
AX,4,0
Y,42,2
K,86,3
BW,115,0
R,20,3
AR,3,0
AH,77,1
BT,11,0
AJ,123,3
X,25,1
BO,52,1
AU,49,0
Y,29,2
R,23,0
M,16,2
AJ,49,1
AO,1,1
X,9,2
K,61,0
X,52,1
Y,9,0
Y,10,0
BW,157,1
D,21,0
AJ,40,0
AR,41,1
Y,10,0
K,39,0
Y,10,0
X,45,8
K,31,0
BV,8,3
BW,168,1
W,16,3
BW,95,0
K,7,3
K,7,7
